ENSG00000000971
ENSG00000185437
ENSG00000185432
ENSG00000185236
ENSG00000185130
ENSG00000185049
ENSG00000185033
ENSG00000185022
ENSG00000185008
ENSG00000184867
ENSG00000184702
ENSG00000184678
ENSG00000184613
ENSG00000184588
ENSG00000184545
ENSG00000184489
ENSG00000184481
ENSG00000184347
ENSG00000184343
ENSG00000184302
ENSG00000184254
ENSG00000184226
ENSG00000184205
ENSG00000184160
ENSG00000184156
ENSG00000184113
ENSG00000184058
ENSG00000184047
ENSG00000184033
ENSG00000183943
ENSG00000183741
ENSG00000183690
ENSG00000183625
ENSG00000183580
ENSG00000183549
ENSG00000183044
ENSG00000183036
ENSG00000183035
ENSG00000182985
ENSG00000182902
ENSG00000182901
ENSG00000182871
ENSG00000182704
ENSG00000182667
ENSG00000182621
ENSG00000182578
ENSG00000182568
ENSG00000182326
ENSG00000182195
ENSG00000182093
ENSG00000182087
ENSG00000182050
ENSG00000182022
ENSG00000181773
ENSG00000181751
ENSG00000181722
ENSG00000181195
ENSG00000181019
ENSG00000180957
ENSG00000180644
ENSG00000180616
ENSG00000180447
ENSG00000180245
ENSG00000179915
ENSG00000179913
ENSG00000179761
ENSG00000179593
ENSG00000179456
ENSG00000179348
ENSG00000179242
ENSG00000179094
ENSG00000178974
ENSG00000178772
ENSG00000178726
ENSG00000178028
ENSG00000177807
ENSG00000177606
ENSG00000177000
ENSG00000176956
ENSG00000176884
ENSG00000176788
ENSG00000176782
ENSG00000176681
ENSG00000176533
ENSG00000176485
ENSG00000176410
ENSG00000176406
ENSG00000176387
ENSG00000176165
ENSG00000176153
ENSG00000176046
ENSG00000175970
ENSG00000175899
ENSG00000175727
ENSG00000175445
ENSG00000175426
ENSG00000175264
ENSG00000175197
ENSG00000175189
ENSG00000175183
ENSG00000175182
ENSG00000175164
ENSG00000174799
ENSG00000174775
ENSG00000174684
ENSG00000174469
ENSG00000174307
ENSG00000174156
ENSG00000174130
ENSG00000174080
ENSG00000173917
ENSG00000173898
ENSG00000173786
ENSG00000173653
ENSG00000173535
ENSG00000173531
ENSG00000173530
ENSG00000173432
ENSG00000173404
ENSG00000173391
ENSG00000173369
ENSG00000173273
ENSG00000173267
ENSG00000173210
ENSG00000173114
ENSG00000173110
ENSG00000172915
ENSG00000172830
ENSG00000172725
ENSG00000172724
ENSG00000172602
ENSG00000172497
ENSG00000172482
ENSG00000172380
ENSG00000172379
ENSG00000172348
ENSG00000172345
ENSG00000172201
ENSG00000172137
ENSG00000172023
ENSG00000172020
ENSG00000171951
ENSG00000171885
ENSG00000171873
ENSG00000171867
ENSG00000171798
ENSG00000171766
ENSG00000171747
ENSG00000171621
ENSG00000171564
ENSG00000171560
ENSG00000171557
ENSG00000171476
ENSG00000171450
ENSG00000171428
ENSG00000171408
ENSG00000171401
ENSG00000171385
ENSG00000171346
ENSG00000171246
ENSG00000171243
ENSG00000171189
ENSG00000171124
ENSG00000171119
ENSG00000171097
ENSG00000171049
ENSG00000171033
ENSG00000170956
ENSG00000170899
ENSG00000170893
ENSG00000170873
ENSG00000170835
ENSG00000170748
ENSG00000170581
ENSG00000170579
ENSG00000170558
ENSG00000170525
ENSG00000170477
ENSG00000170458
ENSG00000170442
ENSG00000170373
ENSG00000170345
ENSG00000170323
ENSG00000170270
ENSG00000170231
ENSG00000170175
ENSG00000170160
ENSG00000170099
ENSG00000170017
ENSG00000169908
ENSG00000169903
ENSG00000169902
ENSG00000169891
ENSG00000169884
ENSG00000169760
ENSG00000169750
ENSG00000169744
ENSG00000169562
ENSG00000169469
ENSG00000169442
ENSG00000169429
ENSG00000169397
ENSG00000169385
ENSG00000169344
ENSG00000169223
ENSG00000169188
ENSG00000169116
ENSG00000169083
ENSG00000169071
ENSG00000168824
ENSG00000168765
ENSG00000168685
ENSG00000168542
ENSG00000168497
ENSG00000168490
ENSG00000168487
ENSG00000168484
ENSG00000168477
ENSG00000168461
ENSG00000168447
ENSG00000168386
ENSG00000168329
ENSG00000168309
ENSG00000168280
ENSG00000168243
ENSG00000168140
ENSG00000168135
ENSG00000168081
ENSG00000167972
ENSG00000167851
ENSG00000167779
ENSG00000167772
ENSG00000167757
ENSG00000167755
ENSG00000167711
ENSG00000167656
ENSG00000167653
ENSG00000167578
ENSG00000167535
ENSG00000167434
ENSG00000167395
ENSG00000167283
ENSG00000167244
ENSG00000167191
ENSG00000167183
ENSG00000167165
ENSG00000166974
ENSG00000166949
ENSG00000166922
ENSG00000166886
ENSG00000166869
ENSG00000166866
ENSG00000166825
ENSG00000166819
ENSG00000166803
ENSG00000166783
ENSG00000166780
ENSG00000166741
ENSG00000166501
ENSG00000166484
ENSG00000166478
ENSG00000166432
ENSG00000166426
ENSG00000166347
ENSG00000166313
ENSG00000166206
ENSG00000166165
ENSG00000166033
ENSG00000165973
ENSG00000165970
ENSG00000165949
ENSG00000165943
ENSG00000165923
ENSG00000165917
ENSG00000165841
ENSG00000165682
ENSG00000165525
ENSG00000165507
ENSG00000165475
ENSG00000165457
ENSG00000165282
ENSG00000165140
ENSG00000165115
ENSG00000165092
ENSG00000165029
ENSG00000164949
ENSG00000164929
ENSG00000164904
ENSG00000164825
ENSG00000164816
ENSG00000164776
ENSG00000164749
ENSG00000164708
ENSG00000164692
ENSG00000164687
ENSG00000164611
ENSG00000164600
ENSG00000164597
ENSG00000164591
ENSG00000164574
ENSG00000164458
ENSG00000164434
ENSG00000164406
ENSG00000164398
ENSG00000164344
ENSG00000164326
ENSG00000164270
ENSG00000164266
ENSG00000164125
ENSG00000164120
ENSG00000164082
ENSG00000164050
ENSG00000163993
ENSG00000163879
ENSG00000163870
ENSG00000163815
ENSG00000163794
ENSG00000163788
ENSG00000163739
ENSG00000163736
ENSG00000163735
ENSG00000163673
ENSG00000163659
ENSG00000163631
ENSG00000163586
ENSG00000163536
ENSG00000163520
ENSG00000163497
ENSG00000163435
ENSG00000163394
ENSG00000163359
ENSG00000163344
ENSG00000163295
ENSG00000163286
ENSG00000163220
ENSG00000163217
ENSG00000163207
ENSG00000163114
ENSG00000163083
ENSG00000163032
ENSG00000162998
ENSG00000162772
ENSG00000162729
ENSG00000162631
ENSG00000162595
ENSG00000162551
ENSG00000162482
ENSG00000162458
ENSG00000162433
ENSG00000162374
ENSG00000162366
ENSG00000162191
ENSG00000162063
ENSG00000161944
ENSG00000161905
ENSG00000161896
ENSG00000161664
ENSG00000161647
ENSG00000161610
ENSG00000161281
ENSG00000161267
ENSG00000160999
ENSG00000160993
ENSG00000160959
ENSG00000160957
ENSG00000160932
ENSG00000160883
ENSG00000160862
ENSG00000160716
ENSG00000160339
ENSG00000160307
ENSG00000160299
ENSG00000160293
ENSG00000160226
ENSG00000160182
ENSG00000160181
ENSG00000160180
ENSG00000159885
ENSG00000159840
ENSG00000159784
ENSG00000159455
ENSG00000159423
ENSG00000159403
ENSG00000159348
ENSG00000159261
ENSG00000159228
ENSG00000159164
ENSG00000158887
ENSG00000158874
ENSG00000158869
ENSG00000158813
ENSG00000158615
ENSG00000158560
ENSG00000158555
ENSG00000158497
ENSG00000158458
ENSG00000158301
ENSG00000158195
ENSG00000158164
ENSG00000157782
ENSG00000157637
ENSG00000157613
ENSG00000157601
ENSG00000157557
ENSG00000157542
ENSG00000157456
ENSG00000157168
ENSG00000157087
ENSG00000157005
ENSG00000156650
ENSG00000156469
ENSG00000156374
ENSG00000156299
ENSG00000156298
ENSG00000156284
ENSG00000156222
ENSG00000156076
ENSG00000155926
ENSG00000155849
ENSG00000155760
ENSG00000155659
ENSG00000155495
ENSG00000155465
ENSG00000155304
ENSG00000155115
ENSG00000155093
ENSG00000154945
ENSG00000154928
ENSG00000154864
ENSG00000154734
ENSG00000154721
ENSG00000154620
ENSG00000154556
ENSG00000154342
ENSG00000154277
ENSG00000154188
ENSG00000154146
ENSG00000154118
ENSG00000154027
ENSG00000153823
ENSG00000153707
ENSG00000153487
ENSG00000153208
ENSG00000153086
ENSG00000152977
ENSG00000152969
ENSG00000152952
ENSG00000152931
ENSG00000152661
ENSG00000152583
ENSG00000152377
ENSG00000152217
ENSG00000152137
ENSG00000151967
ENSG00000151746
ENSG00000151726
ENSG00000151692
ENSG00000151689
ENSG00000151640
ENSG00000151632
ENSG00000151617
ENSG00000151577
ENSG00000151552
ENSG00000151491
ENSG00000151490
ENSG00000151376
ENSG00000151276
ENSG00000151224
ENSG00000151150
ENSG00000151012
ENSG00000150995
ENSG00000150938
ENSG00000150687
ENSG00000150625
ENSG00000150471
ENSG00000150337
ENSG00000149948
ENSG00000149930
ENSG00000149809
ENSG00000149654
ENSG00000149591
ENSG00000149575
ENSG00000149573
ENSG00000149557
ENSG00000149527
ENSG00000149295
ENSG00000149294
ENSG00000149256
ENSG00000149150
ENSG00000149131
ENSG00000149021
ENSG00000148926
ENSG00000148671
ENSG00000148602
ENSG00000148346
ENSG00000148180
ENSG00000148053
ENSG00000147889
ENSG00000147872
ENSG00000147852
ENSG00000147676
ENSG00000147642
ENSG00000147488
ENSG00000147381
ENSG00000147257
ENSG00000147255
ENSG00000147117
ENSG00000147027
ENSG00000146707
ENSG00000146678
ENSG00000146674
ENSG00000146670
ENSG00000146648
ENSG00000146276
ENSG00000146013
ENSG00000145826
ENSG00000145824
ENSG00000145730
ENSG00000145555
ENSG00000145321
ENSG00000145246
ENSG00000145194
ENSG00000145147
ENSG00000145113
ENSG00000145022
ENSG00000145020
ENSG00000144843
ENSG00000144834
ENSG00000144802
ENSG00000144711
ENSG00000144642
ENSG00000144407
ENSG00000144369
ENSG00000144366
ENSG00000144229
ENSG00000144035
ENSG00000143878
ENSG00000143845
ENSG00000143839
ENSG00000143819
ENSG00000143772
ENSG00000143630
ENSG00000143627
ENSG00000143603
ENSG00000143552
ENSG00000143546
ENSG00000143507
ENSG00000143434
ENSG00000143416
ENSG00000143382
ENSG00000143373
ENSG00000143367
ENSG00000143344
ENSG00000143320
ENSG00000143248
ENSG00000143198
ENSG00000143171
ENSG00000143167
ENSG00000143153
ENSG00000143061
ENSG00000143013
ENSG00000142875
ENSG00000142871
ENSG00000142655
ENSG00000142627
ENSG00000142484
ENSG00000142319
ENSG00000142197
ENSG00000142185
ENSG00000142173
ENSG00000141867
ENSG00000141837
ENSG00000141741
ENSG00000141639
ENSG00000141574
ENSG00000141556
ENSG00000141424
ENSG00000141232
ENSG00000141013
ENSG00000141012
ENSG00000140939
ENSG00000140937
ENSG00000140749
ENSG00000140682
ENSG00000140600
ENSG00000140564
ENSG00000140522
ENSG00000140519
ENSG00000140379
ENSG00000140332
ENSG00000140263
ENSG00000140093
ENSG00000140092
ENSG00000139970
ENSG00000139910
ENSG00000139793
ENSG00000139626
ENSG00000139352
ENSG00000139329
ENSG00000139318
ENSG00000139292
ENSG00000139289
ENSG00000139219
ENSG00000139209
ENSG00000139112
ENSG00000138814
ENSG00000138772
ENSG00000138755
ENSG00000138640
ENSG00000138623
ENSG00000138615
ENSG00000138449
ENSG00000138356
ENSG00000138207
ENSG00000138166
ENSG00000138162
ENSG00000138135
ENSG00000138101
ENSG00000138061
ENSG00000137959
ENSG00000137936
ENSG00000137842
ENSG00000137841
ENSG00000137825
ENSG00000137822
ENSG00000137801
ENSG00000137731
ENSG00000137726
ENSG00000137699
ENSG00000137673
ENSG00000137642
ENSG00000137440
ENSG00000137331
ENSG00000137312
ENSG00000137203
ENSG00000137103
ENSG00000137078
ENSG00000137077
ENSG00000136999
ENSG00000136960
ENSG00000136931
ENSG00000136928
ENSG00000136878
ENSG00000136872
ENSG00000136854
ENSG00000136840
ENSG00000136828
ENSG00000136717
ENSG00000136535
ENSG00000136485
ENSG00000136327
ENSG00000136244
ENSG00000136235
ENSG00000136213
ENSG00000136193
ENSG00000136160
ENSG00000136110
ENSG00000136108
ENSG00000136052
ENSG00000136002
ENSG00000135929
ENSG00000135924
ENSG00000135750
ENSG00000135744
ENSG00000135625
ENSG00000135525
ENSG00000135480
ENSG00000135424
ENSG00000135373
ENSG00000135363
ENSG00000135346
ENSG00000135318
ENSG00000135144
ENSG00000135116
ENSG00000135111
ENSG00000135097
ENSG00000135094
ENSG00000135046
ENSG00000134909
ENSG00000134873
ENSG00000134853
ENSG00000134827
ENSG00000134824
ENSG00000134775
ENSG00000134757
ENSG00000134533
ENSG00000134531
ENSG00000134443
ENSG00000134363
ENSG00000134324
ENSG00000134249
ENSG00000134202
ENSG00000134201
ENSG00000134184
ENSG00000134138
ENSG00000134121
ENSG00000134115
ENSG00000134013
ENSG00000134007
ENSG00000133980
ENSG00000133800
ENSG00000133710
ENSG00000133687
ENSG00000133636
ENSG00000133424
ENSG00000133392
ENSG00000133313
ENSG00000133265
ENSG00000133216
ENSG00000133169
ENSG00000133142
ENSG00000133134
ENSG00000133110
ENSG00000133104
ENSG00000133083
ENSG00000133069
ENSG00000133048
ENSG00000133019
ENSG00000132970
ENSG00000132965
ENSG00000132840
ENSG00000132837
ENSG00000132823
ENSG00000132819
ENSG00000132768
ENSG00000132746
ENSG00000132640
ENSG00000132639
ENSG00000132535
ENSG00000132437
ENSG00000132329
ENSG00000132274
ENSG00000132254
ENSG00000132164
ENSG00000132016
ENSG00000131981
ENSG00000131910
ENSG00000131788
ENSG00000131773
ENSG00000131738
ENSG00000131669
ENSG00000131477
ENSG00000131459
ENSG00000131437
ENSG00000131435
ENSG00000131398
ENSG00000131183
ENSG00000131042
ENSG00000131018
ENSG00000131016
ENSG00000130935
ENSG00000130755
ENSG00000130751
ENSG00000130713
ENSG00000130711
ENSG00000130656
ENSG00000130595
ENSG00000130558
ENSG00000130540
ENSG00000130513
ENSG00000130382
ENSG00000130312
ENSG00000130303
ENSG00000130287
ENSG00000130226
ENSG00000130222
ENSG00000130208
ENSG00000130203
ENSG00000130164
ENSG00000130037
ENSG00000129990
ENSG00000129824
ENSG00000129675
ENSG00000129673
ENSG00000129654
ENSG00000129538
ENSG00000129514
ENSG00000129451
ENSG00000129422
ENSG00000129244
ENSG00000129214
ENSG00000129170
ENSG00000129167
ENSG00000129003
ENSG00000128849
ENSG00000128714
ENSG00000128683
ENSG00000128594
ENSG00000128564
ENSG00000128422
ENSG00000128408
ENSG00000128342
ENSG00000128310
ENSG00000128262
ENSG00000128040
ENSG00000127990
ENSG00000127920
ENSG00000127831
ENSG00000127324
ENSG00000126947
ENSG00000126861
ENSG00000126860
ENSG00000126803
ENSG00000126768
ENSG00000126759
ENSG00000126705
ENSG00000126549
ENSG00000126351
ENSG00000126218
ENSG00000125968
ENSG00000125967
ENSG00000125931
ENSG00000125910
ENSG00000125878
ENSG00000125850
ENSG00000125827
ENSG00000125798
ENSG00000125740
ENSG00000125730
ENSG00000125430
ENSG00000125414
ENSG00000125398
ENSG00000125375
ENSG00000125363
ENSG00000125144
ENSG00000125046
ENSG00000124939
ENSG00000124920
ENSG00000124875
ENSG00000124785
ENSG00000124782
ENSG00000124766
ENSG00000124762
ENSG00000124713
ENSG00000124702
ENSG00000124564
ENSG00000124466
ENSG00000124299
ENSG00000124253
ENSG00000124107
ENSG00000124102
ENSG00000123999
ENSG00000123933
ENSG00000123838
ENSG00000123728
ENSG00000123689
ENSG00000123584
ENSG00000123560
ENSG00000123500
ENSG00000123453
ENSG00000123388
ENSG00000123358
ENSG00000123191
ENSG00000122863
ENSG00000122862
ENSG00000122861
ENSG00000122786
ENSG00000122644
ENSG00000122585
ENSG00000122180
ENSG00000122133
ENSG00000122042
ENSG00000121966
ENSG00000121858
ENSG00000121690
ENSG00000121552
ENSG00000121310
ENSG00000121104
ENSG00000120915
ENSG00000120899
ENSG00000120885
ENSG00000120875
ENSG00000120738
ENSG00000120539
ENSG00000120306
ENSG00000120278
ENSG00000120251
ENSG00000120215
ENSG00000120129
ENSG00000120094
ENSG00000120093
ENSG00000120075
ENSG00000119943
ENSG00000119900
ENSG00000119888
ENSG00000119866
ENSG00000119865
ENSG00000119782
ENSG00000119125
ENSG00000119013
ENSG00000118971
ENSG00000118946
ENSG00000118898
ENSG00000118785
ENSG00000118523
ENSG00000118514
ENSG00000118507
ENSG00000118308
ENSG00000118271
ENSG00000118058
ENSG00000117971
ENSG00000117791
ENSG00000117632
ENSG00000117525
ENSG00000117472
ENSG00000117266
ENSG00000117228
ENSG00000117154
ENSG00000117152
ENSG00000117122
ENSG00000117036
ENSG00000117016
ENSG00000116991
ENSG00000116990
ENSG00000116852
ENSG00000116774
ENSG00000116741
ENSG00000116106
ENSG00000116016
ENSG00000115977
ENSG00000115963
ENSG00000115919
ENSG00000115828
ENSG00000115758
ENSG00000115756
ENSG00000115718
ENSG00000115705
ENSG00000115641
ENSG00000115525
ENSG00000115457
ENSG00000115414
ENSG00000115392
ENSG00000115386
ENSG00000115380
ENSG00000115365
ENSG00000115363
ENSG00000115266
ENSG00000115263
ENSG00000115255
ENSG00000115107
ENSG00000115009
ENSG00000114857
ENSG00000114812
ENSG00000114771
ENSG00000114770
ENSG00000114767
ENSG00000114646
ENSG00000114638
ENSG00000114270
ENSG00000114268
ENSG00000114251
ENSG00000114200
ENSG00000114115
ENSG00000113924
ENSG00000113905
ENSG00000113758
ENSG00000113742
ENSG00000113739
ENSG00000113657
ENSG00000113595
ENSG00000113368
ENSG00000113327
ENSG00000113296
ENSG00000113209
ENSG00000113140
ENSG00000113083
ENSG00000113070
ENSG00000112936
ENSG00000112715
ENSG00000112699
ENSG00000112655
ENSG00000112599
ENSG00000112559
ENSG00000112425
ENSG00000112280
ENSG00000112041
ENSG00000111799
ENSG00000111674
ENSG00000111581
ENSG00000111344
ENSG00000111275
ENSG00000111254
ENSG00000111249
ENSG00000111215
ENSG00000111196
ENSG00000111087
ENSG00000111058
ENSG00000111057
ENSG00000111012
ENSG00000110881
ENSG00000110876
ENSG00000110841
ENSG00000110799
ENSG00000110680
ENSG00000110492
ENSG00000110427
ENSG00000110400
ENSG00000110395
ENSG00000110200
ENSG00000110195
ENSG00000110169
ENSG00000110107
ENSG00000110079
ENSG00000109906
ENSG00000109846
ENSG00000109819
ENSG00000109738
ENSG00000109705
ENSG00000109654
ENSG00000109610
ENSG00000109472
ENSG00000109436
ENSG00000109339
ENSG00000109321
ENSG00000109255
ENSG00000109089
ENSG00000109072
ENSG00000109065
ENSG00000109062
ENSG00000109047
ENSG00000108947
ENSG00000108849
ENSG00000108821
ENSG00000108786
ENSG00000108700
ENSG00000108688
ENSG00000108602
ENSG00000108576
ENSG00000108556
ENSG00000108474
ENSG00000108469
ENSG00000108405
ENSG00000108375
ENSG00000108370
ENSG00000108309
ENSG00000108187
ENSG00000107954
ENSG00000107862
ENSG00000107798
ENSG00000107796
ENSG00000107779
ENSG00000107742
ENSG00000107738
ENSG00000107537
ENSG00000107447
ENSG00000107404
ENSG00000107317
ENSG00000107282
ENSG00000107105
ENSG00000106991
ENSG00000106976
ENSG00000106927
ENSG00000106823
ENSG00000106819
ENSG00000106809
ENSG00000106780
ENSG00000106689
ENSG00000106541
ENSG00000106462
ENSG00000106366
ENSG00000106331
ENSG00000106258
ENSG00000106144
ENSG00000106089
ENSG00000106069
ENSG00000106066
ENSG00000105976
ENSG00000105974
ENSG00000105971
ENSG00000105894
ENSG00000105880
ENSG00000105852
ENSG00000105835
ENSG00000105792
ENSG00000105737
ENSG00000105711
ENSG00000105707
ENSG00000105695
ENSG00000105679
ENSG00000105675
ENSG00000105672
ENSG00000105664
ENSG00000105656
ENSG00000105650
ENSG00000105642
ENSG00000105639
ENSG00000105609
ENSG00000105519
ENSG00000105516
ENSG00000105467
ENSG00000105426
ENSG00000105388
ENSG00000105383
ENSG00000105379
ENSG00000105374
ENSG00000105371
ENSG00000105357
ENSG00000105352
ENSG00000105325
ENSG00000105321
ENSG00000105290
ENSG00000105289
ENSG00000105270
ENSG00000105143
ENSG00000105063
ENSG00000105048
ENSG00000104998
ENSG00000104967
ENSG00000104889
ENSG00000104888
ENSG00000104879
ENSG00000104827
ENSG00000104826
ENSG00000104825
ENSG00000104783
ENSG00000104760
ENSG00000104728
ENSG00000104723
ENSG00000104722
ENSG00000104643
ENSG00000104490
ENSG00000104435
ENSG00000104381
ENSG00000104371
ENSG00000104368
ENSG00000104332
ENSG00000104327
ENSG00000104324
ENSG00000104267
ENSG00000104112
ENSG00000103710
ENSG00000103569
ENSG00000103549
ENSG00000103546
ENSG00000103528
ENSG00000103507
ENSG00000103375
ENSG00000103316
ENSG00000103269
ENSG00000102984
ENSG00000102981
ENSG00000102977
ENSG00000102970
ENSG00000102924
ENSG00000102879
ENSG00000102854
ENSG00000102837
ENSG00000102760
ENSG00000102755
ENSG00000102678
ENSG00000102554
ENSG00000102271
ENSG00000102145
ENSG00000102103
ENSG00000101955
ENSG00000101871
ENSG00000101825
ENSG00000101746
ENSG00000101577
ENSG00000101470
ENSG00000101443
ENSG00000101440
ENSG00000101335
ENSG00000101298
ENSG00000101265
ENSG00000101210
ENSG00000101190
ENSG00000101188
ENSG00000101161
ENSG00000101003
ENSG00000100991
ENSG00000100985
ENSG00000100867
ENSG00000100842
ENSG00000100796
ENSG00000100678
ENSG00000100665
ENSG00000100604
ENSG00000100578
ENSG00000100554
ENSG00000100505
ENSG00000100453
ENSG00000100448
ENSG00000100427
ENSG00000100416
ENSG00000100379
ENSG00000100342
ENSG00000100321
ENSG00000100292
ENSG00000100290
ENSG00000100288
ENSG00000100285
ENSG00000100276
ENSG00000100271
ENSG00000100242
ENSG00000100234
ENSG00000100201
ENSG00000100197
ENSG00000100146
ENSG00000100100
ENSG00000100095
ENSG00000100031
ENSG00000100027
ENSG00000099960
ENSG00000099864
ENSG00000099721
ENSG00000099617
ENSG00000099337
ENSG00000099260
ENSG00000099204
ENSG00000096088
ENSG00000096060
ENSG00000095739
ENSG00000095637
ENSG00000094796
ENSG00000094755
ENSG00000093134
ENSG00000092964
ENSG00000092758
ENSG00000092445
ENSG00000092068
ENSG00000091831
ENSG00000091583
ENSG00000091513
ENSG00000091409
ENSG00000091157
ENSG00000091137
ENSG00000090382
ENSG00000090104
ENSG00000090097
ENSG00000089818
ENSG00000089472
ENSG00000089356
ENSG00000089250
ENSG00000089199
ENSG00000089169
ENSG00000089091
ENSG00000089057
ENSG00000088970
ENSG00000088899
ENSG00000088305
ENSG00000087903
ENSG00000087494
ENSG00000087303
ENSG00000087258
ENSG00000087250
ENSG00000087245
ENSG00000086570
ENSG00000085465
ENSG00000085265
ENSG00000085117
ENSG00000083857
ENSG00000083812
ENSG00000082397
ENSG00000082212
ENSG00000082014
ENSG00000081189
ENSG00000081177
ENSG00000081041
ENSG00000081019
ENSG00000080986
ENSG00000080573
ENSG00000080293
ENSG00000079999
ENSG00000079689
ENSG00000079385
ENSG00000079215
ENSG00000079112
ENSG00000079102
ENSG00000078804
ENSG00000078596
ENSG00000078589
ENSG00000078114
ENSG00000078081
ENSG00000078053
ENSG00000078018
ENSG00000077800
ENSG00000077782
ENSG00000077498
ENSG00000077454
ENSG00000077279
ENSG00000077080
ENSG00000076984
ENSG00000076706
ENSG00000076356
ENSG00000076344
ENSG00000075618
ENSG00000074416
ENSG00000074410
ENSG00000074370
ENSG00000074317
ENSG00000073849
ENSG00000073792
ENSG00000073754
ENSG00000073605
ENSG00000073282
ENSG00000072832
ENSG00000072682
ENSG00000072401
ENSG00000072210
ENSG00000072134
ENSG00000072042
ENSG00000071242
ENSG00000070601
ENSG00000070413
ENSG00000070404
ENSG00000070087
ENSG00000069764
ENSG00000069702
ENSG00000069535
ENSG00000069011
ENSG00000068078
ENSG00000067715
ENSG00000067606
ENSG00000067445
ENSG00000067221
ENSG00000067141
ENSG00000067057
ENSG00000067048
ENSG00000066468
ENSG00000066405
ENSG00000066136
ENSG00000065717
ENSG00000065675
ENSG00000065618
ENSG00000065609
ENSG00000065534
